id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,review_scores_location
44249049,t,Tompkinsville,Staten Island,40.6337,-74.08355,Entire home/apt,2,158,4.87
44250191,f,Sunnyside,Queens,40.73855,-73.92374,Entire home/apt,2,90,4.80
44251069,f,Stapleton,Staten Island,40.62817,-74.07965,Private room,1,70,4.74
44251682,f,Stapleton,Staten Island,40.62667,-74.0798,Private room,2,75,4.50
44261110,f,Upper East Side,Manhattan,40.775127,-73.964706,Entire home/apt,2,415,0.00
44261171,f,Midtown,Manhattan,40.760437,-73.968521,Entire home/apt,4,516,5.00
44261202,f,West Village,Manhattan,40.734673,-74.003502,Entire home/apt,2,419,0.00
44261577,t,Park Hill,Staten Island,40.61489,-74.08491,Entire home/apt,6,214,4.68
44262107,f,Concourse,Bronx,40.83579,-73.92027,Private room,2,55,4.55
44262610,f,Upper West Side,Manhattan,40.80237,-73.99353,Private room,4,195,4.67
44264929,f,Chelsea,Manhattan,40.74408,-74.00417,Entire home/apt,4,1157,4.92
44267714,t,Hell's Kitchen,Manhattan,40.76579,-73.99293,Entire home/apt,3,900,0.00
44275360,t,Windsor Terrace,Brooklyn,40.65035,-73.979,Entire home/apt,4,116,4.87
44281187,f,Midtown,Manhattan,40.74808,-73.98822,Entire home/apt,6,295,4.84
44281852,f,Rego Park,Queens,40.72342,-73.86565,Entire home/apt,3,190,0.00
44282642,t,Baychester,Bronx,40.86919,-73.84074,Entire home/apt,4,111,4.91
44283460,t,Tompkinsville,Staten Island,40.63539,-74.08145,Entire home/apt,6,179,4.68
44288421,f,East Harlem,Manhattan,40.78781,-73.94687,Entire home/apt,6,250,4.80
44289364,t,Gramercy,Manhattan,40.73509,-73.98887,Entire home/apt,2,375,5.00
44295072,t,Carroll Gardens,Brooklyn,40.68185,-73.99297,Entire home/apt,2,224,5.00
44301041,f,Upper West Side,Manhattan,40.80341,-73.966,Entire home/apt,2,80,4.33
44303641,t,Hell's Kitchen,Manhattan,40.76294,-73.99475,Private room,1,125,5.00
44304828,f,Harlem,Manhattan,40.81868,-73.94223,Entire home/apt,10,500,4.67
44305963,f,Upper East Side,Manhattan,40.77549,-73.94903,Entire home/apt,3,150,4.80
44307743,f,Washington Heights,Manhattan,40.85137,-73.93206,Entire home/apt,2,100,3.50
44320456,f,Midtown,Manhattan,40.74614,-73.98701,Entire home/apt,4,361,4.71
44320572,f,Nolita,Manhattan,40.72017,-73.99583,Entire home/apt,2,260,4.90
44322571,f,Clifton,Staten Island,40.61968,-74.06875,Private room,5,300,0.00
44322911,f,Richmondtown,Staten Island,40.56635,-74.13037,Private room,2,150,0.00
44324396,t,Harlem,Manhattan,40.80183,-73.95466,Entire home/apt,4,99,4.57
44325546,f,Bedford-Stuyvesant,Brooklyn,40.69231,-73.9325,Private room,3,66,4.69
44330459,f,Hell's Kitchen,Manhattan,40.76652,-73.98651,Entire home/apt,4,170,4.33
44337953,f,Upper West Side,Manhattan,40.80253,-73.99353,Private room,4,195,4.78
44337968,f,Lower East Side,Manhattan,40.7173,-73.99079,Entire home/apt,2,320,0.00
44338163,f,Upper West Side,Manhattan,40.80227,-73.99206,Private room,4,195,4.84
44338339,f,Upper West Side,Manhattan,40.80306,-73.99345,Private room,4,195,5.00
44338565,f,Bedford-Stuyvesant,Brooklyn,40.68885,-73.94827,Private room,1,30,5.00
44339323,f,Greenpoint,Brooklyn,40.72671,-73.94051,Entire home/apt,3,217,5.00
44340470,t,Elmhurst,Queens,40.72737,-73.87623,Private room,1,50,5.00
44343036,f,Astoria,Queens,40.75715,-73.91459,Private room,2,42,0.00
44350115,t,Bedford-Stuyvesant,Brooklyn,40.68154,-73.95622,Entire home/apt,2,170,4.90
44352853,f,Hell's Kitchen,Manhattan,40.75866,-73.99217,Entire home/apt,2,450,0.00
44353017,t,Upper East Side,Manhattan,40.77189,-73.95151,Entire home/apt,3,69,0.00
44353381,f,Upper West Side,Manhattan,40.80242,-73.99382,Private room,4,195,4.92
44355095,f,SoHo,Manhattan,40.72719,-74.00162,Entire home/apt,2,350,5.00
44357656,f,Sunnyside,Queens,40.73692,-73.91913,Entire home/apt,2,75,4.80
44358465,f,Bedford-Stuyvesant,Brooklyn,40.68537,-73.93968,Entire home/apt,2,156,4.50
44360566,f,Harlem,Manhattan,40.81667,-73.94253,Private room,1,72,4.65
44375835,f,Crown Heights,Brooklyn,40.67525,-73.95403,Private room,4,95,0.00
44376319,f,Crown Heights,Brooklyn,40.67658,-73.95593,Private room,4,75,0.00
44376501,f,Crown Heights,Brooklyn,40.67593,-73.95385,Private room,4,70,0.00
44376631,f,Crown Heights,Brooklyn,40.67744,-73.95517,Private room,4,350,0.00
44377502,t,Bedford-Stuyvesant,Brooklyn,40.68823,-73.9508,Entire home/apt,3,165,4.77
44377677,f,Crown Heights,Brooklyn,40.67715,-73.95402,Private room,4,80,0.00
44378256,f,Hell's Kitchen,Manhattan,40.76114,-73.99095,Private room,2,59,5.00
44378348,t,Long Island City,Queens,40.75009,-73.94115,Entire home/apt,2,221,4.94
44378635,f,East Harlem,Manhattan,40.78928,-73.94747,Private room,2,80,0.00
44384403,t,Harlem,Manhattan,40.80422,-73.95731,Entire home/apt,3,200,4.95
44388930,f,St. George,Staten Island,40.63897,-74.08576,Private room,2,57,4.00
44392843,f,Fordham,Bronx,40.85569,-73.90018,Private room,1,35,5.00
44393462,f,Financial District,Manhattan,40.71124,-74.00667,Private room,1,225,0.00
44394449,f,Woodside,Queens,40.74621,-73.89171,Private room,1,38,4.00
44394499,f,Woodside,Queens,40.74432,-73.89205,Private room,2,28,0.00
44394628,f,Woodside,Queens,40.74455,-73.89191,Private room,1,36,5.00
44394849,f,Woodside,Queens,40.74524,-73.89329,Private room,2,35,0.00
44394908,f,Woodside,Queens,40.7447,-73.8931,Private room,2,43,0.00
44397304,t,East Flatbush,Brooklyn,40.64476,-73.94842,Entire home/apt,2,118,4.65
44402774,t,Fieldston,Bronx,40.88865,-73.90612,Private room,1,70,4.82
44403320,f,Upper West Side,Manhattan,40.77898,-73.97815,Entire home/apt,2,125,5.00
44403423,t,Upper East Side,Manhattan,40.78072,-73.9476,Entire home/apt,2,149,4.92
44405913,t,Upper East Side,Manhattan,40.76261,-73.96909,Entire home/apt,2,234,5.00
44412244,f,Hell's Kitchen,Manhattan,40.75405,-73.99237,Entire home/apt,7,194,4.67
44413416,f,Astoria,Queens,40.76006,-73.90777,Private room,2,70,4.94
44415270,f,Long Island City,Queens,40.75533,-73.93467,Private room,1,80,0.00
44415969,t,Tompkinsville,Staten Island,40.63564,-74.08153,Entire home/apt,4,210,4.71
44416142,t,Boerum Hill,Brooklyn,40.69008,-73.99213,Entire home/apt,3,369,4.96
44418054,t,SoHo,Manhattan,40.72392,-73.99735,Entire home/apt,4,725,0.00
44419098,f,Bushwick,Brooklyn,40.69578,-73.93078,Entire home/apt,5,125,5.00
44419710,f,Flushing,Queens,40.74374,-73.8349,Private room,2,66,4.73
44419821,f,Flushing,Queens,40.74383,-73.83491,Private room,2,82,4.71
44423947,f,Tribeca,Manhattan,40.71664,-74.01164,Entire home/apt,2,400,5.00
44425491,t,East Village,Manhattan,40.72424,-73.97846,Entire home/apt,6,314,5.00
44432121,f,Clinton Hill,Brooklyn,40.68222,-73.96693,Entire home/apt,5,400,5.00
44432970,t,East Elmhurst,Queens,40.76728,-73.875,Entire home/apt,4,101,4.80
44433391,f,Harlem,Manhattan,40.80964,-73.94231,Private room,2,60,4.33
44434069,f,Sheepshead Bay,Brooklyn,40.60357,-73.95972,Entire home/apt,2,130,5.00
44434425,f,Sunnyside,Queens,40.73846,-73.92762,Private room,2,45,0.00
44434505,f,Sunnyside,Queens,40.73823,-73.92556,Private room,2,45,1.00
44435099,f,East New York,Brooklyn,40.67407,-73.87801,Private room,1,52,4.56
44440915,f,Williamsburg,Brooklyn,40.71104,-73.96225,Private room,1,75,0.00
44443829,t,Williamsburg,Brooklyn,40.71821,-73.95938,Entire home/apt,2,350,4.93
44445535,f,Wakefield,Bronx,40.90439,-73.8484,Entire home/apt,2,90,3.67
44445557,f,Kensington,Brooklyn,40.63554,-73.97331,Entire home/apt,10,420,4.70
44448391,f,Crown Heights,Brooklyn,40.66624,-73.9296,Entire home/apt,10,291,4.25
44448503,f,Upper West Side,Manhattan,40.80169,-73.96628,Private room,1,61,5.00
44450005,f,Prospect-Lefferts Gardens,Brooklyn,40.66224,-73.94282,Private room,1,100,0.00
44452548,t,Woodside,Queens,40.74916,-73.9008,Private room,1,77,5.00
44456806,f,Upper East Side,Manhattan,40.77995,-73.96013,Entire home/apt,5,590,5.00
44457994,f,Bedford-Stuyvesant,Brooklyn,40.69273,-73.93207,Entire home/apt,4,120,0.00
44460879,f,Jackson Heights,Queens,40.75268,-73.87685,Private room,2,35,4.67
44461172,f,South Slope,Brooklyn,40.66376,-73.98877,Private room,1,45,5.00
44461963,t,Bedford-Stuyvesant,Brooklyn,40.68531,-73.95099,Entire home/apt,4,217,4.88
44462674,f,Hell's Kitchen,Manhattan,40.7612,-73.99798,Entire home/apt,3,599,0.00
44463474,f,Williamsburg,Brooklyn,40.71788,-73.95758,Entire home/apt,8,275,0.00
44463882,f,Williamsburg,Brooklyn,40.71776,-73.95769,Entire home/apt,8,190,0.00
44463986,f,Williamsburg,Brooklyn,40.71874,-73.95965,Entire home/apt,3,90,0.00
44464045,f,Midtown,Manhattan,40.75167,-73.98887,Private room,1,100,0.00
44465355,t,Bedford-Stuyvesant,Brooklyn,40.68763,-73.94493,Private room,2,173,4.80
44465405,t,Bedford-Stuyvesant,Brooklyn,40.688641,-73.944099,Entire home/apt,12,1550,4.67
44466661,t,Glendale,Queens,40.70574,-73.87297,Entire home/apt,8,201,4.73
44474349,f,Brighton Beach,Brooklyn,40.57576,-73.96142,Private room,3,10,4.78
44475869,f,Hell's Kitchen,Manhattan,40.76186,-73.98851,Entire home/apt,3,171,4.98
44475971,f,Theater District,Manhattan,40.75901,-73.98388,Entire home/apt,6,328,0.00
44476787,f,Lower East Side,Manhattan,40.72255,-73.99265,Entire home/apt,4,275,5.00
44477636,f,Glendale,Queens,40.70121,-73.88202,Private room,1,40,4.00
44478543,f,East Morrisania,Bronx,40.83508,-73.88876,Private room,2,70,4.53
44486656,f,Cobble Hill,Brooklyn,40.68806,-73.99662,Shared room,1,149,0.00
44486696,t,NoHo,Manhattan,40.72623,-73.99204,Entire home/apt,2,206,5.00
44486935,f,Williamsburg,Brooklyn,40.71594,-73.9625,Entire home/apt,4,250,0.00
44486985,f,East Harlem,Manhattan,40.79167,-73.94757,Private room,2,150,0.00
44491230,t,Rockaway Beach,Queens,40.58894,-73.81204,Entire home/apt,4,157,4.74
44491409,f,Sunnyside,Queens,40.73992,-73.92778,Private room,2,34,0.00
44493919,f,West Village,Manhattan,40.73973,-74.02896,Entire home/apt,8,356,4.90
44496053,f,Windsor Terrace,Brooklyn,40.65853,-73.98312,Entire home/apt,6,360,4.84
44497672,f,Midwood,Brooklyn,40.61296,-73.95236,Entire home/apt,4,140,0.00
44503706,t,East Harlem,Manhattan,40.79891,-73.93581,Entire home/apt,2,93,4.67
44503810,t,Williamsburg,Brooklyn,40.71405,-73.96691,Entire home/apt,2,150,5.00
44505052,f,Midtown,Manhattan,40.7462,-73.98713,Entire home/apt,3,249,4.54
44505444,f,East Village,Manhattan,40.73184,-73.9885,Entire home/apt,2,200,0.00
44506958,f,Midtown,Manhattan,40.74655,-73.98884,Entire home/apt,3,240,4.92
44511630,f,Bedford-Stuyvesant,Brooklyn,40.68182,-73.93579,Entire home/apt,2,110,0.00
44516385,f,Midwood,Brooklyn,40.61253,-73.95533,Private room,1,49,0.00
44517974,f,Sunnyside,Queens,40.7439,-73.92184,Entire home/apt,4,95,4.00
44518620,f,Upper East Side,Manhattan,40.77295,-73.96491,Entire home/apt,4,175,0.00
44520370,f,Sunnyside,Queens,40.73794,-73.92583,Private room,2,32,0.00
44520855,f,Sunnyside,Queens,40.73775,-73.92567,Private room,2,29,0.00
44522852,f,West Village,Manhattan,40.73262,-74.00264,Entire home/apt,2,120,5.00
44530288,f,Williamsburg,Brooklyn,40.7136,-73.96245,Entire home/apt,8,400,1.00
44531911,t,East Harlem,Manhattan,40.79797,-73.93671,Entire home/apt,4,100,0.00
44532220,f,Baychester,Bronx,40.87412,-73.85098,Private room,1,55,5.00
44533446,f,Financial District,Manhattan,40.70634,-74.00361,Private room,1,1500,0.00
44533754,f,Hell's Kitchen,Manhattan,40.76072,-73.98777,Entire home/apt,4,200,3.80
44534901,f,Flatbush,Brooklyn,40.6539,-73.96121,Private room,1,69,4.82
44536602,f,Harlem,Manhattan,40.82535,-73.94161,Private room,2,83,4.79
44539744,f,Bedford-Stuyvesant,Brooklyn,40.6911,-73.93202,Private room,1,35,0.00
44548963,f,Bushwick,Brooklyn,40.68354,-73.90743,Private room,1,40,4.59
44555483,f,Sunnyside,Queens,40.73812,-73.92617,Private room,1,29,0.00
44555814,f,Sunnyside,Queens,40.73866,-73.92578,Private room,1,44,5.00
44556100,f,Hell's Kitchen,Manhattan,40.76028,-73.99969,Entire home/apt,3,170,0.00
44557918,f,Flushing,Queens,40.7442,-73.83489,Private room,2,70,4.73
44558113,f,Kips Bay,Manhattan,40.74277,-73.97809,Entire home/apt,2,159,4.43
44558450,f,Brighton Beach,Brooklyn,40.5752,-73.95887,Entire home/apt,3,90,0.00
44560793,f,Murray Hill,Manhattan,40.74711,-73.97156,Entire home/apt,2,139,4.00
44562723,t,Woodside,Queens,40.74294,-73.89477,Private room,2,77,4.83
44567521,f,East Village,Manhattan,40.72743,-73.99136,Hotel room,0,0,5.00
44568130,f,Harlem,Manhattan,40.82544,-73.94357,Private room,2,76,4.67
44569042,f,Chelsea,Manhattan,40.7453,-73.99939,Entire home/apt,3,10,0.00
44570625,f,Harlem,Manhattan,40.81895,-73.94058,Entire home/apt,4,99,4.50
44572773,t,Lower East Side,Manhattan,40.72161,-73.9863,Entire home/apt,2,248,4.85
44573189,f,Sunnyside,Queens,40.74483,-73.91386,Entire home/apt,2,111,5.00
44575173,f,Clinton Hill,Brooklyn,40.69304,-73.96171,Entire home/apt,7,260,4.80
44575182,f,Ridgewood,Queens,40.70418,-73.90673,Private room,1,43,0.00
44575875,t,Upper West Side,Manhattan,40.795322,-73.962921,Entire home/apt,4,293,5.00
44576730,f,Midtown,Manhattan,40.75199,-73.97356,Private room,2,300,0.00
44578886,f,Upper West Side,Manhattan,40.78459,-74.01253,Entire home/apt,4,101,4.82
44579912,f,Woodside,Queens,40.74095,-73.89653,Private room,2,38,5.00
44580012,f,Woodside,Queens,40.74306,-73.89587,Private room,2,39,5.00
44580140,f,Woodside,Queens,40.74094,-73.89607,Private room,2,41,5.00
44591489,f,Hell's Kitchen,Manhattan,40.76567,-73.99003,Entire home/apt,2,170,4.80
44591618,f,Kips Bay,Manhattan,40.74471,-73.97706,Entire home/apt,3,120,5.00
44592256,f,Hell's Kitchen,Manhattan,40.78079,-74.01147,Entire home/apt,9,172,4.92
44592359,f,Harlem,Manhattan,40.83704,-73.97031,Entire home/apt,3,150,4.50
44594212,f,Williamsburg,Brooklyn,40.70401,-73.94201,Private room,2,39,4.00
44594337,f,Midtown,Manhattan,40.74793,-73.98681,Entire home/apt,4,349,4.89
44595060,f,Stuyvesant Town,Manhattan,40.73306,-73.97855,Entire home/apt,3,100,5.00
44595136,f,Williamsburg,Brooklyn,40.72084,-73.96072,Private room,2,80,5.00
44596584,f,Chelsea,Manhattan,40.74704,-73.98983,Private room,2,115,4.75
44600878,t,Theater District,Manhattan,40.75864,-73.98309,Entire home/apt,2,329,5.00
44604668,f,Wakefield,Bronx,40.89814,-73.84928,Entire home/apt,2,85,4.91
44611550,t,Bedford-Stuyvesant,Brooklyn,40.69369,-73.94211,Entire home/apt,3,100,4.96
44613638,f,Harlem,Manhattan,40.82598,-73.94374,Private room,1,67,4.85
44625524,f,Windsor Terrace,Brooklyn,40.65616,-73.97811,Entire home/apt,8,995,0.00
44627508,f,Windsor Terrace,Brooklyn,40.65086,-73.97486,Entire home/apt,4,248,0.00
44628136,f,Bedford-Stuyvesant,Brooklyn,40.6831,-73.92327,Entire home/apt,6,399,5.00
44631028,f,East New York,Brooklyn,40.66278,-73.86049,Entire home/apt,3,143,4.67
44631766,f,Upper East Side,Manhattan,40.78496,-73.95223,Entire home/apt,2,99,4.60
44631837,t,Park Slope,Brooklyn,40.66928,-73.98034,Entire home/apt,6,400,5.00
44631955,t,Upper West Side,Manhattan,40.78512,-73.97536,Entire home/apt,2,250,4.86
44632833,f,Bedford-Stuyvesant,Brooklyn,40.68681,-73.94401,Entire home/apt,4,185,5.00
44633289,f,Williamsburg,Brooklyn,40.70291,-73.94193,Private room,2,29,0.00
44635187,f,Jamaica Hills,Queens,40.71132,-73.7935,Private room,2,85,0.00
44636829,f,Bayswater,Queens,40.60139,-73.76036,Private room,2,45,0.00
44641721,f,Park Slope,Brooklyn,40.67468,-73.97333,Entire home/apt,3,200,5.00
44641755,t,Bushwick,Brooklyn,40.69072,-73.91684,Private room,1,56,4.76
44642468,t,City Island,Bronx,40.84892,-73.78796,Entire home/apt,5,184,4.93
44643892,t,Inwood,Manhattan,40.86492,-73.9265,Entire home/apt,4,115,5.00
44644295,f,Bushwick,Brooklyn,40.68987,-73.91968,Entire home/apt,5,100,0.00
44644486,f,Borough Park,Brooklyn,40.63493,-74.00376,Private room,2,50,0.00
44645897,f,Astoria,Queens,40.76524,-73.92071,Entire home/apt,2,110,0.00
44645950,t,Williamsburg,Brooklyn,40.70665,-73.96588,Entire home/apt,3,208,4.74
44647315,t,Crown Heights,Brooklyn,40.6712,-73.94844,Entire home/apt,4,91,4.75
44647753,f,Rosedale,Queens,40.64166,-73.71541,Entire home/apt,3,91,4.83
44648831,f,Rego Park,Queens,40.7263,-73.86134,Private room,13,438,0.00
44651142,t,Chelsea,Manhattan,40.74334,-74.00214,Entire home/apt,10,3557,4.89
44657323,f,Crown Heights,Brooklyn,40.67241,-73.96057,Entire home/apt,4,140,5.00
44657995,f,Bushwick,Brooklyn,40.70426,-73.92845,Private room,4,99,0.00
44659585,t,Bensonhurst,Brooklyn,40.61231,-73.98641,Entire home/apt,5,99,4.80
44662666,f,Crown Heights,Brooklyn,40.67325,-73.91569,Private room,1,61,5.00
44663787,f,Kips Bay,Manhattan,40.74084,-73.97774,Entire home/apt,2,185,4.75
44665659,t,Rockaway Park,Queens,40.5839,-73.82094,Entire home/apt,5,185,4.62
44666838,f,Flatlands,Brooklyn,40.62927,-73.92178,Entire home/apt,4,483,3.67
44669388,t,South Ozone Park,Queens,40.6708,-73.79709,Entire home/apt,6,225,4.68
44670293,t,East Harlem,Manhattan,40.79175,-73.94459,Private room,1,67,5.00
44677711,f,Woodside,Queens,40.74372,-73.89966,Private room,1,49,4.80
44680519,f,Williamsburg,Brooklyn,40.70798,-73.95254,Entire home/apt,5,200,5.00
44681212,f,Murray Hill,Manhattan,40.74955,-73.98005,Entire home/apt,2,326,4.86
44682420,t,Rosedale,Queens,40.65435,-73.70924,Entire home/apt,4,90,5.00
44682728,f,Morningside Heights,Manhattan,40.81022,-73.95752,Entire home/apt,4,155,0.00
44684083,f,Bedford-Stuyvesant,Brooklyn,40.68472,-73.9175,Entire home/apt,2,175,4.52
44685047,f,Astoria,Queens,40.76405,-73.91456,Entire home/apt,3,125,5.00
44698756,f,Astoria,Queens,40.76795,-73.93245,Private room,2,89,4.63
44699168,t,Wakefield,Bronx,40.91189,-73.82873,Entire home/apt,2,100,4.52
44699326,f,Wakefield,Bronx,40.88917,-73.84927,Private room,1,60,4.53
44700010,t,Rockaway Park,Queens,40.58389,-73.81757,Entire home/apt,5,307,4.90
44702152,f,Fort Greene,Brooklyn,40.68727,-73.97219,Entire home/apt,2,90,0.00
44711827,t,Crown Heights,Brooklyn,40.67708,-73.96174,Entire home/apt,4,130,4.89
44722548,f,Ozone Park,Queens,40.68275,-73.83897,Entire home/apt,2,100,4.67
44739479,t,Red Hook,Brooklyn,40.6782,-74.01154,Entire home/apt,8,575,4.87
44740123,f,Brighton Beach,Brooklyn,40.57736,-73.95746,Entire home/apt,4,200,0.00
44740203,f,Bedford-Stuyvesant,Brooklyn,40.68499,-73.92035,Entire home/apt,4,300,5.00
44741503,f,Prospect Heights,Brooklyn,40.67422,-73.96476,Entire home/apt,6,950,5.00
44746041,f,Williamsburg,Brooklyn,40.71427,-73.95405,Entire home/apt,4,300,5.00
44747618,f,Upper West Side,Manhattan,40.7979,-73.9669,Entire home/apt,3,280,0.00
44748353,f,Nolita,Manhattan,40.72009,-73.99462,Entire home/apt,2,200,4.83
44748567,f,Chinatown,Manhattan,40.71398,-73.99099,Private room,1,55,5.00
44749327,t,Williamsburg,Brooklyn,40.70907,-73.95637,Entire home/apt,9,584,4.74
44749512,f,Lower East Side,Manhattan,40.71858,-73.99369,Entire home/apt,2,250,5.00
44757915,f,Harlem,Manhattan,40.80151,-73.95401,Entire home/apt,3,99,5.00
44769471,f,Harlem,Manhattan,40.81463,-73.94214,Entire home/apt,10,450,4.00
44795562,f,Vinegar Hill,Brooklyn,40.70191,-73.98284,Entire home/apt,4,275,0.00
44798678,f,Financial District,Manhattan,40.70619,-74.01461,Entire home/apt,4,793,4.73
44798876,f,Crown Heights,Brooklyn,40.67342,-73.91501,Private room,4,61,4.67
44799007,f,Financial District,Manhattan,40.70617,-74.01486,Entire home/apt,2,453,4.77
44799074,f,Financial District,Manhattan,40.70494,-74.0144,Entire home/apt,2,517,4.68
44800276,t,Williamsburg,Brooklyn,40.71103,-73.95251,Entire home/apt,4,332,4.90
44801335,t,Lower East Side,Manhattan,40.72023,-73.9939,Entire home/apt,4,331,4.97
44802224,f,Crown Heights,Brooklyn,40.67347,-73.91657,Private room,2,61,5.00
44804027,f,East Harlem,Manhattan,40.79789,-73.93965,Entire home/apt,8,598,4.20
44804690,t,St. Albans,Queens,40.69934,-73.77035,Private room,2,50,4.75
44807786,t,Inwood,Manhattan,40.86018,-73.92916,Entire home/apt,2,129,4.75
44845241,f,Lower East Side,Manhattan,40.71981,-73.97859,Private room,4,300,4.88
44848837,f,Midtown,Manhattan,40.7479,-73.98711,Entire home/apt,4,391,4.85
44853757,f,Jamaica,Queens,40.68575,-73.77874,Private room,2,93,4.67
44857436,f,Elmhurst,Queens,40.7375,-73.88446,Entire home/apt,5,139,4.49
44866024,f,South Slope,Brooklyn,40.66296,-73.98598,Entire home/apt,2,325,0.00
44867191,f,Jamaica Hills,Queens,40.70853,-73.80117,Private room,1,45,1.00
44867899,f,Jamaica Hills,Queens,40.71019,-73.79997,Private room,1,35,0.00
44892016,t,Bushwick,Brooklyn,40.69285,-73.91138,Entire home/apt,2,200,0.00
44892194,t,Bedford-Stuyvesant,Brooklyn,40.68869,-73.94099,Entire home/apt,2,179,4.65
44892431,f,East Flatbush,Brooklyn,40.65303,-73.93249,Private room,1,35,4.33
44893832,f,East Flatbush,Brooklyn,40.6541,-73.93205,Private room,1,45,5.00
44899037,t,East Village,Manhattan,40.72373,-73.98385,Entire home/apt,7,425,4.91
44902498,f,South Slope,Brooklyn,40.66068,-73.98494,Entire home/apt,2,167,5.00
44904998,f,Williamsburg,Brooklyn,40.70906,-73.95025,Entire home/apt,3,226,4.89
44910381,f,Bedford-Stuyvesant,Brooklyn,40.68212,-73.92153,Entire home/apt,6,140,0.00
44912102,f,Bedford-Stuyvesant,Brooklyn,40.68289,-73.95037,Entire home/apt,2,70,4.94
44918172,f,Williamsburg,Brooklyn,40.71139,-73.96665,Entire home/apt,3,282,4.79
44936827,t,Lower East Side,Manhattan,40.71937,-73.98248,Entire home/apt,6,472,4.65
44938771,t,East Flatbush,Brooklyn,40.64723,-73.92723,Entire home/apt,4,88,4.84
44951186,f,East Harlem,Manhattan,40.79186,-73.94664,Private room,1,100,0.00
44955604,f,Ridgewood,Queens,40.69857,-73.90181,Private room,1,61,4.91
44958482,f,Morris Park,Bronx,40.84622,-73.85699,Entire home/apt,2,74,4.83
44974727,f,East Village,Manhattan,40.72427,-73.97815,Entire home/apt,2,171,4.46
44985761,f,Midtown,Manhattan,40.7478,-73.98864,Entire home/apt,4,180,5.00
44998151,f,Astoria,Queens,40.76335,-73.91266,Entire home/apt,4,95,0.00
44998579,f,Williamsburg,Brooklyn,40.72184,-73.95699,Entire home/apt,4,380,5.00
45000145,f,Crown Heights,Brooklyn,40.67642,-73.95104,Private room,2,75,4.40
45000320,t,Astoria,Queens,40.76678,-73.91317,Private room,2,80,4.79
45001256,f,Upper East Side,Manhattan,40.77255,-73.96047,Entire home/apt,2,269,4.83
45013494,f,Lower East Side,Manhattan,40.71875,-73.99399,Entire home/apt,2,215,5.00
45015940,f,East Flatbush,Brooklyn,40.64699,-73.94846,Private room,2,100,0.00
45034004,f,South Slope,Brooklyn,40.66674,-73.98637,Private room,3,91,0.00
45045785,f,Chinatown,Manhattan,40.71626,-73.99093,Private room,1,100,0.00
45047857,f,Financial District,Manhattan,40.70493,-74.00782,Private room,1,59,0.00
45048137,f,Harlem,Manhattan,40.82233,-73.93806,Private room,1,38,1.00
45049542,f,Bedford-Stuyvesant,Brooklyn,40.68632,-73.95923,Entire home/apt,2,199,0.00
45050697,f,Financial District,Manhattan,40.70596,-74.00628,Private room,1,67,0.00
45051130,f,Astoria,Queens,40.77376,-73.9224,Private room,1,50,0.00
45057269,f,East Village,Manhattan,40.72422,-73.98675,Private room,2,87,4.76
45057559,f,Jackson Heights,Queens,40.75297,-73.87782,Private room,2,36,5.00
45057731,f,Jackson Heights,Queens,40.75217,-73.87844,Private room,2,38,0.00
45062813,f,Bedford-Stuyvesant,Brooklyn,40.68013,-73.90593,Entire home/apt,4,100,4.00
45063489,f,Midtown,Manhattan,40.7614,-73.97461,Hotel room,0,0,0.00
45064161,f,Woodside,Queens,40.74653,-73.89762,Private room,1,38,5.00
45064358,f,Woodside,Queens,40.74604,-73.89981,Private room,1,28,5.00
45064453,f,East New York,Brooklyn,40.67461,-73.88718,Entire home/apt,2,250,5.00
45065816,f,East Village,Manhattan,40.72584,-73.98808,Private room,2,84,4.92
45066000,f,East Village,Manhattan,40.72361,-73.98693,Private room,2,110,4.73
45067068,f,Arverne,Queens,40.58866,-73.79859,Entire home/apt,6,327,4.77
45068785,t,Bedford-Stuyvesant,Brooklyn,40.69333,-73.93028,Entire home/apt,2,130,4.95
45070596,f,East Village,Manhattan,40.72441,-73.98795,Entire home/apt,6,475,4.88
45075405,t,East Village,Manhattan,40.73046,-73.98915,Entire home/apt,2,275,5.00
45075497,f,Carroll Gardens,Brooklyn,40.6815,-73.99842,Entire home/apt,2,264,5.00
45075714,f,Fort Greene,Brooklyn,40.68828,-73.97201,Entire home/apt,2,160,5.00
45076726,f,Ditmars Steinway,Queens,40.77285,-73.91265,Private room,1,45,5.00
45076771,f,Morris Heights,Bronx,40.8534,-73.91028,Entire home/apt,4,175,4.63
45076897,f,Chelsea,Manhattan,40.73928,-74.00099,Entire home/apt,2,109,5.00
45077681,f,Williamsburg,Brooklyn,40.70549,-73.92834,Private room,1,35,0.00
45078697,f,Woodside,Queens,40.74399,-73.90474,Private room,2,39,0.00
45079976,f,Lower East Side,Manhattan,40.71347,-73.98844,Private room,2,39,0.00
45084700,f,Williamsburg,Brooklyn,40.71155,-73.9572,Entire home/apt,4,182,4.67
45085024,f,Brighton Beach,Brooklyn,40.576,-73.96048,Private room,2,75,5.00
45085252,t,Jamaica Estates,Queens,40.72003,-73.79824,Private room,1,49,4.63
45086065,f,Upper East Side,Manhattan,40.78095,-73.95412,Entire home/apt,3,120,4.88
45086139,f,Upper East Side,Manhattan,40.78204,-73.95381,Entire home/apt,3,125,5.00
